ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade
2034,2023-06-13,4802,Webcam,Acessórios,527.26,1
2035,2023-04-08,2362,Headset,Áudio,4627.04,5
2036,2023-10-27,4076,Monitor,Eletrônicos,3269.05,2
2037,2023-06-22,3532,Monitor,Eletrônicos,3527.43,3
2038,2023-04-20,2233,Cadeira Gamer,Móveis,1458.26,1
2039,2023-11-14,4264,Headset,Áudio,2841.07,1
2040,2023-09-07,3161,Notebook,Eletrônicos,2258.09,4
2041,2023-02-09,1789,Notebook,Eletrônicos,1987.34,2
2042,2023-08-06,3735,Headset,Áudio,2995.78,2
2043,2023-12-18,4334,Cadeira Gamer,Móveis,4723.74,3
2044,2023-12-03,4260,Cadeira Gamer,Móveis,3869.34,4
2045,2023-04-15,2892,Notebook,Eletrônicos,4684.54,4
2046,2023-04-17,2464,Headset,Áudio,3558.67,3
2047,2023-05-25,2031,Headset,Áudio,3391.15,3
2048,2023-04-21,2684,Mouse,Acessórios,2449.49,3
2049,2023-09-24,1605,Mouse,Acessórios,4635.2,5
2050,2023-02-13,1056,Notebook,Eletrônicos,2038.32,3
2051,2023-01-29,4550,Teclado,Acessórios,1752.09,5
2052,2023-07-14,2603,Cadeira Gamer,Móveis,4856.53,3
2053,2023-03-18,2815,Headset,Áudio,2317.97,5
2054,2023-04-12,3592,Teclado,Acessórios,4020.1,1
2055,2023-09-18,3800,Headset,Áudio,1331.02,2
2056,2023-07-15,4724,Notebook,Eletrônicos,4609.92,5
2057,2023-03-08,2446,Teclado,Acessórios,2764.77,4
2058,2023-12-27,2520,Teclado,Acessórios,2410.15,3
2059,2023-11-25,1639,Monitor,Eletrônicos,2155.03,5
2060,2023-01-13,2888,Notebook,Eletrônicos,4404.76,4
2061,2023-10-03,1169,Teclado,Acessórios,3516.09,5
2062,2023-09-06,1909,Monitor,Eletrônicos,3548.86,1
2063,2023-12-02,3701,Webcam,Acessórios,1384.72,1
2064,2023-03-29,2442,Mouse,Acessórios,4951.16,4
2065,2023-10-09,4984,Webcam,Acessórios,4667.7,2
2066,2023-05-30,1642,Teclado,Acessórios,1426.3,1
2067,2023-09-06,2064,Headset,Áudio,2069.06,4
2068,2023-11-01,3339,Cadeira Gamer,Móveis,4997.05,3
2069,2023-02-17,3211,Monitor,Eletrônicos,2597.32,3
2070,2023-03-14,2137,Monitor,Eletrônicos,3625.52,5
2071,2023-03-15,4430,Mouse,Acessórios,2350.7,5
2072,2023-07-27,1417,Headset,Áudio,2594.91,4
2073,2023-10-03,3050,Monitor,Eletrônicos,4904.8,2
2074,2023-02-19,3529,Webcam,Acessórios,4399.32,2
2075,2023-10-06,2418,Headset,Áudio,284.62,1
2076,2023-10-07,4558,Monitor,Eletrônicos,1250.98,5
2077,2023-10-27,4135,Teclado,Acessórios,3449.16,5
2078,2023-08-10,4787,Notebook,Eletrônicos,2354.28,4
2079,2023-10-12,4815,Headset,Áudio,4800.73,3
2080,2023-07-07,3486,Headset,Áudio,3190.13,3
2081,2023-01-21,3343,Mouse,Acessórios,2980.14,2
2082,2023-05-16,2039,Notebook,Eletrônicos,1303.37,1
2083,2023-12-24,2820,Mouse,Acessórios,302.93,5
2084,2023-01-02,1458,Teclado,Acessórios,1776.42,1
2085,2023-08-03,2451,Mouse,Acessórios,1510.4,3
2086,2023-02-20,2582,Cadeira Gamer,Móveis,567.55,3
2087,2023-06-12,3339,Teclado,Acessórios,3966.03,3
2088,2023-03-22,2799,Cadeira Gamer,Móveis,2606.3,1
2089,2023-12-03,2823,Mouse,Acessórios,3865.99,3
2090,2023-12-12,4355,Notebook,Eletrônicos,3134.86,3
2091,2023-05-03,3693,Cadeira Gamer,Móveis,3947.27,1
2092,2023-07-23,3324,Monitor,Eletrônicos,952.79,4
2093,2023-05-30,2688,Cadeira Gamer,Móveis,3721.74,2
2094,2023-01-30,4402,Notebook,Eletrônicos,309.83,3
2095,2023-12-07,4203,Webcam,Acessórios,3943.24,3
2096,2023-03-31,1321,Cadeira Gamer,Móveis,1864.51,3
2097,2023-05-19,2437,Cadeira Gamer,Móveis,218.73,2
2098,2023-06-17,4705,Monitor,Eletrônicos,694.87,2
2099,2023-12-04,1140,Cadeira Gamer,Móveis,847.15,4
2100,2023-11-09,2934,Teclado,Acessórios,2438.1,4
2101,2023-11-26,4971,Cadeira Gamer,Móveis,4676.79,4
2102,2023-06-23,4857,Headset,Áudio,3934.2,5
2103,2023-10-19,3647,Teclado,Acessórios,4247.68,2
2104,2023-07-02,2776,Notebook,Eletrônicos,4616.14,1
2105,2023-04-13,4731,Notebook,Eletrônicos,887.09,4
2106,2023-06-22,3827,Webcam,Acessórios,3877.77,4
2107,2023-07-23,2827,Mouse,Acessórios,164.11,5
2108,2023-03-11,1051,Mouse,Acessórios,1867.61,1
2109,2023-08-12,1908,Headset,Áudio,2233.6,5
2110,2023-01-17,4480,Monitor,Eletrônicos,537.01,5
2111,2023-08-30,1200,Notebook,Eletrônicos,1319.71,2
2112,2023-06-26,2705,Notebook,Eletrônicos,4605.38,2
2113,2023-10-01,3927,Mouse,Acessórios,2571.63,1
2114,2023-01-08,3502,Webcam,Acessórios,4038.83,5
2115,2023-10-08,2147,Headset,Áudio,219.06,3
2116,2023-02-18,1885,Mouse,Acessórios,2918.28,2
2117,2023-01-25,3626,Teclado,Acessórios,4026.72,4
2118,2023-11-22,2075,Cadeira Gamer,Móveis,3700.62,3
2119,2023-06-25,1627,Webcam,Acessórios,4048.23,2
2120,2023-08-05,4812,Monitor,Eletrônicos,1432.81,5
2121,2023-07-13,3242,Mouse,Acessórios,3606.66,1
2122,2023-08-16,1041,Monitor,Eletrônicos,2791.68,5
2123,2023-05-06,2083,Monitor,Eletrônicos,2995.57,4
2124,2023-02-25,1995,Monitor,Eletrônicos,3389.25,3
2125,2023-03-08,1277,Teclado,Acessórios,2835.65,4
2126,2023-04-29,4215,Monitor,Eletrônicos,1697.46,5
2127,2023-12-02,1923,Teclado,Acessórios,3660.1,4
2128,2023-01-22,3332,Notebook,Eletrônicos,2901.78,4
2129,2023-12-04,3506,Notebook,Eletrônicos,2951.24,2
2130,2023-05-02,4345,Headset,Áudio,4426.7,3
2131,2023-11-27,1014,Notebook,Eletrônicos,2791.94,1
2132,2023-01-22,2734,Notebook,Eletrônicos,570.12,2
2133,2023-03-20,4123,Monitor,Eletrônicos,2857.9,4
2134,2023-07-22,4334,Notebook,Eletrônicos,4320.09,5
2135,2023-07-26,1909,Cadeira Gamer,Móveis,2570.64,1
2136,2023-06-25,3140,Mouse,Acessórios,4909.49,1
2137,2023-04-09,2878,Teclado,Acessórios,2296.27,5
2138,2023-06-26,1987,Notebook,Eletrônicos,2702.72,1
2139,2023-07-01,2511,Monitor,Eletrônicos,127.43,3
2140,2023-05-10,3748,Monitor,Eletrônicos,1377.45,5
2141,2023-07-17,3633,Notebook,Eletrônicos,4542.53,5
2142,2023-07-15,4307,Teclado,Acessórios,3041.9,4
2143,2023-05-08,3878,Teclado,Acessórios,3829.74,1
2144,2023-04-17,3829,Mouse,Acessórios,90.0,4
2145,2023-05-07,2155,Notebook,Eletrônicos,191.8,2
2146,2023-11-10,2483,Notebook,Eletrônicos,1471.25,3
2147,2023-07-31,2103,Notebook,Eletrônicos,1637.63,1
2148,2023-01-12,2608,Mouse,Acessórios,1855.49,1
2149,2023-11-16,2306,Webcam,Acessórios,959.29,1
2150,2023-10-30,3669,Cadeira Gamer,Móveis,973.5,1
2151,2023-06-02,4431,Monitor,Eletrônicos,1543.44,1
2152,2023-07-13,2255,Headset,Áudio,1297.96,4
2153,2023-05-14,1009,Webcam,Acessórios,512.53,1
2154,2023-11-09,4692,Cadeira Gamer,Móveis,2761.56,4
2155,2023-10-03,3149,Notebook,Eletrônicos,919.7,2
2156,2023-07-04,3472,Monitor,Eletrônicos,216.99,4
2157,2023-11-18,2955,Mouse,Acessórios,2176.75,5
2158,2023-12-06,4064,Webcam,Acessórios,2140.49,4
2159,2023-09-01,1278,Headset,Áudio,498.57,2
2160,2023-01-13,2742,Mouse,Acessórios,1022.98,1
2161,2023-08-08,3532,Mouse,Acessórios,1184.37,1
2162,2023-06-29,1361,Mouse,Acessórios,646.68,5
2163,2023-12-08,3800,Notebook,Eletrônicos,4477.06,5
2164,2023-02-01,1797,Monitor,Eletrônicos,1192.43,2
2165,2023-03-15,4143,Monitor,Eletrônicos,1869.8,5
2166,2023-07-17,1633,Cadeira Gamer,Móveis,1175.37,4
2167,2023-10-14,1453,Webcam,Acessórios,526.33,4
2168,2023-12-02,2336,Notebook,Eletrônicos,2105.23,2
2169,2023-06-05,1269,Headset,Áudio,3051.34,1
2170,2023-11-19,4798,Notebook,Eletrônicos,3181.03,4
2171,2023-04-21,2377,Teclado,Acessórios,4037.66,4
2172,2023-12-17,3973,Notebook,Eletrônicos,4735.32,4
2173,2023-08-29,3270,Monitor,Eletrônicos,1899.17,5
2174,2023-01-13,1215,Webcam,Acessórios,868.73,1
2175,2023-06-14,3714,Mouse,Acessórios,1528.81,1
2176,2023-01-10,1711,Headset,Áudio,4610.15,1
2177,2023-09-25,3383,Cadeira Gamer,Móveis,2322.91,4
2178,2023-06-17,1745,Mouse,Acessórios,85.06,2
2179,2023-04-03,3265,Webcam,Acessórios,2214.38,3
2180,2023-09-06,4699,Headset,Áudio,3324.18,2
2181,2023-05-15,3203,Notebook,Eletrônicos,3789.69,5
2182,2023-10-10,1768,Mouse,Acessórios,1848.76,2
2183,2023-08-09,2733,Teclado,Acessórios,4033.24,4
2184,2023-10-10,1224,Headset,Áudio,2090.73,2
2185,2023-03-18,3523,Headset,Áudio,186.76,1
2186,2023-02-16,4812,Mouse,Acessórios,680.52,5
2187,2023-02-28,3423,Monitor,Eletrônicos,560.54,1
2188,2023-07-02,2880,Cadeira Gamer,Móveis,2354.23,4
2189,2023-11-07,1042,Notebook,Eletrônicos,4864.55,3
2190,2023-07-21,4557,Monitor,Eletrônicos,2512.75,4
2191,2023-01-05,2891,Mouse,Acessórios,1457.89,2
2192,2023-12-11,3615,Mouse,Acessórios,2399.83,3
2193,2023-08-30,2112,Monitor,Eletrônicos,2884.52,4
2194,2023-01-24,1376,Headset,Áudio,3221.76,2
2195,2023-11-05,3861,Headset,Áudio,292.26,5
2196,2023-09-20,3219,Mouse,Acessórios,4696.15,1
2197,2023-11-20,1007,Cadeira Gamer,Móveis,1580.56,2
2198,2024-01-01,1441,Webcam,Acessórios,2132.89,5
2199,2023-03-14,1378,Cadeira Gamer,Móveis,909.88,1
2200,2023-02-07,1676,Notebook,Eletrônicos,3450.04,2
2201,2023-08-15,2782,Monitor,Eletrônicos,2928.42,1
2202,2023-08-30,4582,Headset,Áudio,4215.47,4
2203,2023-04-18,1607,Cadeira Gamer,Móveis,3087.71,1
2204,2023-04-05,1543,Webcam,Acessórios,633.33,1
2205,2023-10-26,2295,Teclado,Acessórios,4370.19,1
2206,2023-08-07,2230,Webcam,Acessórios,3998.09,3
2207,2023-11-23,3651,Headset,Áudio,1009.72,4
2208,2023-03-07,1693,Headset,Áudio,2679.06,4
2209,2023-09-29,3654,Webcam,Acessórios,4095.71,1
2210,2023-07-14,4257,Teclado,Acessórios,4710.8,1
2211,2023-08-26,1063,Cadeira Gamer,Móveis,64.77,3
2212,2023-08-05,4537,Headset,Áudio,1610.64,4
2213,2023-03-25,1869,Cadeira Gamer,Móveis,4322.34,4
2214,2023-09-20,3234,Monitor,Eletrônicos,715.87,3
2215,2023-01-03,4732,Headset,Áudio,4706.83,2
2216,2023-11-21,3374,Headset,Áudio,180.26,2
2217,2023-08-28,1552,Monitor,Eletrônicos,210.84,5
2218,2023-02-24,3529,Headset,Áudio,3980.42,4
2219,2023-05-04,2972,Webcam,Acessórios,3190.23,1
2220,2023-07-02,3806,Teclado,Acessórios,4224.16,4
2221,2023-01-13,4735,Mouse,Acessórios,4489.22,1
2222,2023-04-09,2089,Cadeira Gamer,Móveis,3769.19,2
2223,2023-03-18,3447,Cadeira Gamer,Móveis,4155.84,4
2224,2023-05-12,1332,Notebook,Eletrônicos,353.94,1
2225,2023-05-26,4807,Monitor,Eletrônicos,4231.39,2
2226,2023-11-25,4453,Webcam,Acessórios,571.47,2
2227,2023-10-29,4960,Teclado,Acessórios,3072.46,2
2228,2023-07-18,1547,Webcam,Acessórios,312.48,3
2229,2023-08-10,4665,Notebook,Eletrônicos,1236.66,5
2230,2023-09-21,3820,Teclado,Acessórios,2500.57,2
2231,2023-05-07,3057,Monitor,Eletrônicos,4746.7,2
2232,2023-01-17,2562,Headset,Áudio,2732.03,4
2233,2023-07-05,1454,Teclado,Acessórios,4509.84,4
2234,2023-12-05,2943,Teclado,Acessórios,549.78,3
2235,2023-03-31,3051,Monitor,Eletrônicos,1648.32,4
2236,2023-07-19,1867,Webcam,Acessórios,3816.46,3
2237,2023-10-05,1678,Webcam,Acessórios,1547.91,1
2238,2023-07-17,4217,Cadeira Gamer,Móveis,380.07,5
2239,2023-06-24,1823,Mouse,Acessórios,2758.99,4
2240,2023-01-19,2714,Notebook,Eletrônicos,2870.57,5
2241,2023-08-30,3286,Notebook,Eletrônicos,408.32,2
2242,2023-08-27,2375,Cadeira Gamer,Móveis,3836.79,5
2243,2023-11-08,2269,Webcam,Acessórios,2283.32,4
2244,2023-03-17,1519,Mouse,Acessórios,2471.49,5
2245,2023-11-30,3722,Headset,Áudio,747.75,4
2246,2023-02-19,1378,Teclado,Acessórios,797.95,4
2247,2023-06-18,2901,Notebook,Eletrônicos,3197.05,2
2248,2023-05-13,4604,Teclado,Acessórios,878.18,3
2249,2023-07-18,2541,Cadeira Gamer,Móveis,3738.07,4
2250,2023-03-10,1737,Teclado,Acessórios,287.35,2
2251,2023-04-13,4606,Webcam,Acessórios,1834.79,3
2252,2023-03-13,3842,Cadeira Gamer,Móveis,2399.51,1
2253,2023-06-29,2689,Monitor,Eletrônicos,1689.75,5
2254,2023-03-28,4443,Webcam,Acessórios,4208.22,4
2255,2023-02-17,2267,Notebook,Eletrônicos,966.93,4
2256,2023-03-19,4358,Webcam,Acessórios,1157.92,1
2257,2023-05-26,3488,Teclado,Acessórios,4680.26,2
2258,2023-04-15,4321,Monitor,Eletrônicos,3741.32,3
2259,2023-01-30,2017,Teclado,Acessórios,382.16,1
2260,2023-01-15,4178,Headset,Áudio,3110.92,3
2261,2023-10-22,2277,Headset,Áudio,898.85,3
2262,2023-04-20,1692,Teclado,Acessórios,3337.29,2
2263,2023-10-31,1621,Webcam,Acessórios,3731.94,1
2264,2023-02-27,2249,Notebook,Eletrônicos,4390.49,3
2265,2023-10-09,4513,Monitor,Eletrônicos,4027.96,1
2266,2023-04-13,1279,Notebook,Eletrônicos,886.5,3
2267,2023-03-25,4016,Headset,Áudio,823.9,3
2268,2023-03-27,3847,Webcam,Acessórios,3197.4,3
2269,2023-11-10,3965,Notebook,Eletrônicos,1230.46,1
2270,2023-10-15,1872,Webcam,Acessórios,1475.84,1
2271,2023-08-30,3513,Mouse,Acessórios,994.88,5
2272,2023-10-01,4177,Notebook,Eletrônicos,3991.12,4
2273,2023-02-09,1786,Cadeira Gamer,Móveis,3870.82,3
2274,2023-09-11,2806,Monitor,Eletrônicos,653.74,2
2275,2023-02-26,2172,Webcam,Acessórios,3862.66,3
2276,2023-05-07,2547,Monitor,Eletrônicos,4406.17,4
2277,2023-04-16,2527,Cadeira Gamer,Móveis,4760.18,4
2278,2023-05-08,2469,Headset,Áudio,1158.8,2
2279,2023-09-22,3911,Mouse,Acessórios,4535.86,1
2280,2023-12-12,2085,Headset,Áudio,463.32,3
2281,2023-11-13,2110,Monitor,Eletrônicos,2094.03,3
2282,2023-06-26,4463,Notebook,Eletrônicos,4797.41,1
2283,2023-12-14,3677,Notebook,Eletrônicos,506.04,3
2284,2023-08-10,4998,Headset,Áudio,2765.59,2
2285,2023-06-09,2141,Monitor,Eletrônicos,1321.02,1
2286,2023-07-17,2409,Teclado,Acessórios,965.63,3
2287,2023-12-13,2878,Mouse,Acessórios,2600.38,2
2288,2023-05-19,4761,Teclado,Acessórios,2235.86,4
2289,2023-08-10,2234,Mouse,Acessórios,2018.01,2
2290,2023-10-24,3725,Cadeira Gamer,Móveis,2928.86,4
2291,2023-10-06,3937,Mouse,Acessórios,419.08,1
2292,2023-05-03,3128,Webcam,Acessórios,973.37,3
2293,2023-08-16,4788,Cadeira Gamer,Móveis,1504.03,3
2294,2023-11-18,3180,Cadeira Gamer,Móveis,1898.05,5
2295,2023-04-15,3143,Monitor,Eletrônicos,2928.83,3
2296,2023-12-17,2807,Teclado,Acessórios,3166.57,2
2297,2023-07-03,2354,Cadeira Gamer,Móveis,4653.57,4
2298,2023-08-09,1006,Teclado,Acessórios,2477.83,3
2299,2023-09-23,1444,Webcam,Acessórios,4850.76,3
2300,2023-07-24,2042,Notebook,Eletrônicos,1241.7,3
2301,2023-02-12,2304,Mouse,Acessórios,4380.94,3
2302,2023-06-17,3631,Notebook,Eletrônicos,137.46,5
2303,2023-06-17,2129,Headset,Áudio,764.46,4
2304,2023-01-18,2738,Mouse,Acessórios,572.21,5
2305,2023-06-24,1989,Mouse,Acessórios,1026.74,5
2306,2023-05-10,4206,Monitor,Eletrônicos,4808.82,2
2307,2023-05-07,4711,Teclado,Acessórios,4752.43,5
2308,2023-01-31,4116,Monitor,Eletrônicos,551.52,4
2309,2023-12-30,3210,Cadeira Gamer,Móveis,4814.51,4
2310,2023-09-29,3926,Headset,Áudio,257.81,5
2311,2023-03-10,3524,Monitor,Eletrônicos,4657.81,5
2312,2023-10-16,2205,Webcam,Acessórios,3189.17,4
2313,2023-11-26,1904,Cadeira Gamer,Móveis,1856.99,5
2314,2023-07-16,2677,Monitor,Eletrônicos,2391.4,1
2315,2023-06-24,4367,Headset,Áudio,714.13,2
2316,2023-10-05,2017,Notebook,Eletrônicos,2552.47,2
2317,2023-04-30,4213,Notebook,Eletrônicos,3418.42,1
2318,2023-03-25,2771,Notebook,Eletrônicos,3237.04,2
2319,2023-12-15,1756,Mouse,Acessórios,1832.08,2
2320,2023-06-01,4601,Headset,Áudio,852.18,5
2321,2023-01-28,2858,Teclado,Acessórios,3585.43,3
2322,2023-10-28,1529,Teclado,Acessórios,2922.74,2
2323,2023-07-18,1327,Headset,Áudio,4504.89,3
2324,2023-01-27,2323,Webcam,Acessórios,4757.32,2
2325,2023-05-01,2747,Monitor,Eletrônicos,1089.43,1
2326,2023-01-12,4565,Teclado,Acessórios,791.88,2
2327,2023-11-16,2905,Monitor,Eletrônicos,1772.77,1
2328,2023-11-02,4370,Cadeira Gamer,Móveis,3433.23,5
2329,2023-01-12,4196,Teclado,Acessórios,4323.1,1
2330,2023-02-05,2978,Teclado,Acessórios,2840.29,2
2331,2023-10-14,4207,Teclado,Acessórios,4466.21,1
2332,2023-10-07,4797,Cadeira Gamer,Móveis,3555.23,5
2333,2023-09-10,1268,Webcam,Acessórios,844.4,3
2334,2023-02-19,3037,Cadeira Gamer,Móveis,2413.36,2
2335,2023-06-20,4369,Notebook,Eletrônicos,98.58,1
2336,2023-04-27,1487,Monitor,Eletrônicos,1602.81,4
2337,2023-11-23,4924,Monitor,Eletrônicos,3778.86,3
2338,2023-05-24,3443,Mouse,Acessórios,1832.63,4
2339,2023-10-16,4533,Monitor,Eletrônicos,3668.64,1
2340,2023-10-22,2473,Cadeira Gamer,Móveis,4359.75,4
2341,2023-05-06,2728,Notebook,Eletrônicos,1577.89,2
2342,2023-03-07,2357,Webcam,Acessórios,1379.28,5
2343,2023-03-13,4569,Cadeira Gamer,Móveis,4309.77,4
2344,2023-07-24,2973,Monitor,Eletrônicos,3692.92,4
2345,2023-06-26,1727,Teclado,Acessórios,2322.06,3
2346,2023-06-12,2954,Headset,Áudio,3806.69,5
2347,2023-08-05,3835,Notebook,Eletrônicos,1039.62,4
2348,2023-02-02,3254,Monitor,Eletrônicos,3340.55,4
2349,2023-12-26,3688,Notebook,Eletrônicos,674.43,2
2350,2023-11-16,4508,Headset,Áudio,868.63,5
2351,2024-01-01,1125,Cadeira Gamer,Móveis,2663.11,2
2352,2023-01-27,2183,Headset,Áudio,85.76,1
2353,2023-11-13,1135,Webcam,Acessórios,4836.8,4
2354,2023-06-11,4032,Notebook,Eletrônicos,1192.28,5
2355,2023-08-30,2474,Monitor,Eletrônicos,4180.42,4
2356,2023-05-07,3881,Headset,Áudio,3783.18,1
2357,2023-04-27,2934,Teclado,Acessórios,2656.26,2
2358,2023-09-17,1423,Webcam,Acessórios,427.85,4
2359,2023-08-14,2265,Notebook,Eletrônicos,2342.57,1
2360,2023-03-06,1700,Teclado,Acessórios,2637.61,5
2361,2023-09-18,2868,Cadeira Gamer,Móveis,191.49,4
2362,2023-03-01,3471,Webcam,Acessórios,4360.49,5
2363,2023-12-03,4536,Headset,Áudio,2368.99,5
2364,2023-04-15,3656,Headset,Áudio,3274.24,2
2365,2023-11-05,4151,Notebook,Eletrônicos,3335.72,5
2366,2023-08-21,1912,Notebook,Eletrônicos,3943.0,2
2367,2023-03-09,3656,Headset,Áudio,1025.67,2
2368,2023-05-10,4632,Webcam,Acessórios,4506.73,3
2369,2023-05-14,2210,Webcam,Acessórios,3430.93,2
2370,2023-07-08,1001,Teclado,Acessórios,1085.58,2
2371,2023-06-16,4127,Notebook,Eletrônicos,3962.48,3
2372,2023-08-30,3492,Cadeira Gamer,Móveis,4783.66,5
2373,2023-01-17,3189,Cadeira Gamer,Móveis,1693.51,5
2374,2023-03-28,2053,Notebook,Eletrônicos,4955.98,4
2375,2023-02-05,4959,Cadeira Gamer,Móveis,331.58,2
2376,2023-02-08,3912,Teclado,Acessórios,633.29,5
2377,2023-11-19,3630,Monitor,Eletrônicos,4758.83,3
2378,2023-11-21,1808,Mouse,Acessórios,2534.47,2
2379,2023-06-21,3836,Teclado,Acessórios,2367.85,2
2380,2023-07-20,1463,Monitor,Eletrônicos,644.05,1
2381,2023-02-06,2682,Cadeira Gamer,Móveis,4126.49,3
2382,2023-05-29,3132,Cadeira Gamer,Móveis,3978.85,3
2383,2023-04-25,4171,Teclado,Acessórios,665.38,4
2384,2023-03-31,4106,Mouse,Acessórios,2321.92,4
2385,2023-10-26,1128,Notebook,Eletrônicos,4535.99,3
2386,2023-04-16,2969,Teclado,Acessórios,1688.65,5
2387,2023-02-13,4098,Webcam,Acessórios,88.25,5
2388,2023-04-16,4027,Notebook,Eletrônicos,4744.64,1
2389,2023-09-15,2878,Cadeira Gamer,Móveis,219.82,5
2390,2023-06-02,4862,Cadeira Gamer,Móveis,4123.58,4
2391,2023-05-04,4026,Teclado,Acessórios,4576.6,2
2392,2023-07-18,2738,Headset,Áudio,1429.79,1
2393,2023-09-03,3891,Monitor,Eletrônicos,214.04,5
2394,2023-01-25,4563,Webcam,Acessórios,4374.0,5
2395,2023-08-31,3962,Mouse,Acessórios,247.2,1
2396,2023-02-10,2475,Webcam,Acessórios,4382.25,1
2397,2023-04-24,2113,Cadeira Gamer,Móveis,916.46,3
2398,2023-03-12,3971,Headset,Áudio,4313.32,5
2399,2023-03-11,1702,Monitor,Eletrônicos,4495.76,5
2400,2023-08-21,3752,Webcam,Acessórios,2705.36,3
2401,2023-02-24,1481,Monitor,Eletrônicos,1353.26,3
2402,2023-04-16,2478,Mouse,Acessórios,4523.8,3
2403,2023-10-14,1002,Mouse,Acessórios,2309.56,2
2404,2023-12-27,3070,Mouse,Acessórios,3772.15,1
2405,2023-03-06,2521,Headset,Áudio,2183.28,5
2406,2023-11-13,2836,Mouse,Acessórios,2300.12,4
2407,2023-03-29,2040,Teclado,Acessórios,784.86,1
2408,2023-04-23,3241,Headset,Áudio,4611.53,2
2409,2023-07-19,4246,Headset,Áudio,4155.02,2
2410,2023-02-10,2031,Notebook,Eletrônicos,4916.28,5
2411,2023-02-27,2618,Notebook,Eletrônicos,634.18,1
2412,2023-08-06,3985,Cadeira Gamer,Móveis,3327.3,3
2413,2023-07-19,3085,Monitor,Eletrônicos,222.24,3
2414,2023-06-10,1782,Monitor,Eletrônicos,3207.1,5
2415,2023-02-16,4042,Notebook,Eletrônicos,3815.03,4
2416,2023-11-29,3174,Monitor,Eletrônicos,776.9,5
2417,2023-02-11,3686,Monitor,Eletrônicos,2050.17,4
2418,2023-02-06,3948,Cadeira Gamer,Móveis,1618.5,3
2419,2023-11-21,2870,Teclado,Acessórios,3665.63,5
2420,2023-12-28,4721,Notebook,Eletrônicos,3961.2,2
2421,2023-01-03,2740,Headset,Áudio,372.13,4
2422,2023-10-15,2159,Webcam,Acessórios,1777.56,4
2423,2023-06-18,1590,Notebook,Eletrônicos,4872.08,5
2424,2023-01-06,3329,Teclado,Acessórios,4224.22,2
2425,2023-01-20,3109,Cadeira Gamer,Móveis,1366.81,2
2426,2023-01-22,3780,Webcam,Acessórios,3007.91,3
2427,2023-03-24,2868,Headset,Áudio,4356.38,3
2428,2023-01-25,3172,Mouse,Acessórios,323.55,1
2429,2023-10-02,1380,Notebook,Eletrônicos,3639.93,5
2430,2023-08-16,3296,Teclado,Acessórios,4177.07,2
2431,2023-06-11,4713,Headset,Áudio,1191.3,2
2432,2023-08-13,1096,Webcam,Acessórios,4153.28,4
2433,2023-08-02,4170,Cadeira Gamer,Móveis,78.11,3
2434,2023-04-18,3167,Cadeira Gamer,Móveis,3489.48,5
2435,2023-06-27,3005,Mouse,Acessórios,4004.81,2
2436,2023-03-03,2248,Cadeira Gamer,Móveis,258.33,3
2437,2023-02-19,3227,Webcam,Acessórios,4788.7,1
2438,2023-09-27,3092,Headset,Áudio,2073.11,2
2439,2023-04-26,3139,Webcam,Acessórios,2118.26,4
2440,2023-03-14,4669,Monitor,Eletrônicos,4754.09,1
2441,2023-04-07,1763,Headset,Áudio,4617.01,1
2442,2023-05-02,4018,Monitor,Eletrônicos,3068.92,4
2443,2023-07-07,1033,Mouse,Acessórios,2052.54,1
2444,2023-05-04,4533,Cadeira Gamer,Móveis,1907.03,4
2445,2023-06-30,3219,Monitor,Eletrônicos,4797.92,2
2446,2023-09-27,4434,Teclado,Acessórios,4585.72,2
2447,2023-01-10,3757,Mouse,Acessórios,2479.35,5
2448,2023-01-16,1174,Teclado,Acessórios,2953.26,4
2449,2023-05-17,4887,Cadeira Gamer,Móveis,4883.6,3
2450,2023-12-24,3738,Webcam,Acessórios,4619.45,4
2451,2023-08-24,3041,Teclado,Acessórios,3277.38,3
2452,2023-09-16,4989,Cadeira Gamer,Móveis,4576.28,1
2453,2023-10-15,3440,Mouse,Acessórios,4199.29,1
2454,2023-09-07,2535,Webcam,Acessórios,1526.09,5
2455,2023-11-01,2273,Webcam,Acessórios,1713.54,2
2456,2023-04-18,2364,Headset,Áudio,245.64,1
2457,2023-07-26,2745,Webcam,Acessórios,3072.69,5
2458,2023-01-09,1612,Teclado,Acessórios,707.12,2
2459,2023-12-15,2999,Monitor,Eletrônicos,3440.77,4
2460,2023-02-15,2047,Teclado,Acessórios,4146.81,5
2461,2023-07-14,4087,Monitor,Eletrônicos,4652.39,4
2462,2023-11-23,4089,Monitor,Eletrônicos,652.19,4
2463,2023-01-28,2569,Headset,Áudio,482.02,3
2464,2023-05-10,2163,Teclado,Acessórios,1172.04,1
2465,2023-05-05,1524,Monitor,Eletrônicos,4857.49,4
2466,2023-10-23,4611,Webcam,Acessórios,4263.54,5
2467,2023-05-28,2461,Headset,Áudio,1081.33,4
2468,2023-03-06,1132,Webcam,Acessórios,4460.71,2
2469,2023-11-12,3570,Teclado,Acessórios,4709.57,2
2470,2023-08-21,4228,Webcam,Acessórios,2109.93,2
2471,2023-11-21,4473,Mouse,Acessórios,2911.69,1
2472,2023-06-04,1545,Cadeira Gamer,Móveis,4207.63,3
2473,2023-04-07,4529,Mouse,Acessórios,2934.6,3
