ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Valor_Total
1660,2023-01-24,2188,Mouse,Acessórios,1612.83,3,4838.49
1661,2023-05-12,4957,Monitor,Eletrônicos,2413.17,5,12065.85
1662,2023-12-24,4636,Headset,Áudio,2822.54,1,2822.54
1663,2023-06-05,1234,Notebook,Eletrônicos,1832.41,2,3664.82
1664,2023-02-11,3190,Headset,Áudio,2940.58,2,5881.16
1665,2023-06-08,2684,Teclado,Acessórios,4383.16,5,21915.8
1666,2023-05-14,1692,Headset,Áudio,2789.94,5,13949.7
1667,2023-09-27,3750,Teclado,Acessórios,2957.31,3,8871.93
1668,2023-07-24,4786,Cadeira Gamer,Móveis,1308.29,2,2616.58
1669,2023-03-20,2270,Webcam,Acessórios,728.6,5,3643.0
1670,2023-11-27,3230,Monitor,Eletrônicos,1540.03,3,4620.09
1671,2023-02-08,4703,Headset,Áudio,4054.6,4,16218.4
1672,2023-09-28,1125,Notebook,Eletrônicos,2045.41,4,8181.64
1673,2023-06-17,1763,Monitor,Eletrônicos,2856.79,2,5713.58
1674,2023-11-01,4495,Cadeira Gamer,Móveis,994.78,5,4973.9
1675,2023-03-26,2730,Webcam,Acessórios,4716.55,4,18866.2
1676,2023-04-28,3314,Mouse,Acessórios,3027.48,3,9082.44
1677,2023-02-14,4798,Monitor,Eletrônicos,4210.92,3,12632.76
1678,2023-01-05,4210,Teclado,Acessórios,4401.22,3,13203.66
1679,2023-09-15,3142,Cadeira Gamer,Móveis,1041.22,3,3123.66
1680,2023-04-29,1301,Notebook,Eletrônicos,1702.03,2,3404.06
1681,2023-05-16,1683,Monitor,Eletrônicos,1392.99,4,5571.96
1682,2023-01-08,2306,Headset,Áudio,1763.6,1,1763.6
1683,2023-08-09,4680,Teclado,Acessórios,1086.75,2,2173.5
1684,2023-11-23,1414,Teclado,Acessórios,1116.45,4,4465.8
1685,2023-01-29,1879,Teclado,Acessórios,4565.04,3,13695.119999999999
1686,2023-01-28,1332,Webcam,Acessórios,3223.71,1,3223.71
1687,2023-10-27,1385,Mouse,Acessórios,1359.74,2,2719.48
1688,2023-01-17,2434,Mouse,Acessórios,2976.2,4,11904.8
1689,2023-12-28,1305,Monitor,Eletrônicos,987.09,1,987.09
1690,2023-07-13,3545,Mouse,Acessórios,3189.75,1,3189.75
1691,2023-08-30,3063,Webcam,Acessórios,2661.29,4,10645.16
1692,2023-08-29,2232,Notebook,Eletrônicos,1407.25,2,2814.5
1693,2023-04-12,3189,Teclado,Acessórios,2083.41,2,4166.82
1694,2023-09-05,4763,Notebook,Eletrônicos,2193.18,3,6579.539999999999
1695,2023-03-31,3930,Notebook,Eletrônicos,3248.57,3,9745.710000000001
1696,2023-02-13,3377,Monitor,Eletrônicos,4262.09,3,12786.27
1697,2023-09-17,4883,Webcam,Acessórios,2097.08,2,4194.16
1698,2023-07-01,2714,Webcam,Acessórios,1104.17,5,5520.85
1699,2023-11-06,3007,Notebook,Eletrônicos,4744.67,4,18978.68
1700,2023-10-07,2577,Teclado,Acessórios,4832.07,5,24160.35
1701,2023-11-28,3321,Mouse,Acessórios,1152.89,2,2305.78
1702,2023-01-27,4949,Mouse,Acessórios,1731.56,1,1731.56
1703,2023-06-30,4049,Teclado,Acessórios,2255.25,5,11276.25
1704,2023-03-04,1277,Mouse,Acessórios,3090.43,3,9271.289999999999
1705,2023-05-26,2469,Mouse,Acessórios,3958.22,2,7916.44
1706,2023-03-13,4114,Headset,Áudio,4631.6,5,23158.0
1707,2023-02-22,3708,Notebook,Eletrônicos,440.08,5,2200.4
1708,2023-07-11,4820,Teclado,Acessórios,2391.74,3,7175.219999999999
1709,2023-04-21,1724,Monitor,Eletrônicos,623.95,4,2495.8
1710,2023-06-12,1790,Monitor,Eletrônicos,4105.14,1,4105.14
1711,2023-08-23,4794,Mouse,Acessórios,2789.34,4,11157.36
1712,2023-10-24,1595,Headset,Áudio,1084.28,4,4337.12
1713,2023-03-27,3886,Webcam,Acessórios,3700.08,5,18500.4
1714,2023-09-22,1966,Headset,Áudio,1906.89,1,1906.89
1715,2023-05-19,3278,Webcam,Acessórios,458.11,2,916.22
1716,2023-10-19,1143,Headset,Áudio,1353.28,2,2706.56
1717,2023-09-25,4488,Cadeira Gamer,Móveis,3062.29,5,15311.45
1718,2023-03-02,1933,Notebook,Eletrônicos,2524.14,4,10096.56
1719,2023-08-30,3483,Headset,Áudio,3190.25,4,12761.0
1720,2023-03-27,1433,Webcam,Acessórios,4876.38,2,9752.76
1721,2023-01-23,4486,Teclado,Acessórios,3950.33,4,15801.32
1722,2023-03-04,3076,Mouse,Acessórios,338.13,1,338.13
1723,2023-10-21,4727,Webcam,Acessórios,2310.91,4,9243.64
1724,2023-10-21,3445,Monitor,Eletrônicos,2007.35,3,6022.049999999999
1725,2023-09-17,3044,Headset,Áudio,4985.7,2,9971.4
1726,2023-11-09,4273,Headset,Áudio,420.74,1,420.74
1727,2023-07-11,2331,Webcam,Acessórios,2024.58,2,4049.16
1728,2023-09-14,4326,Headset,Áudio,2335.84,3,7007.52
1729,2023-06-03,1426,Notebook,Eletrônicos,3764.78,2,7529.56
1730,2023-10-21,1522,Cadeira Gamer,Móveis,300.47,1,300.47
1731,2023-09-27,3747,Webcam,Acessórios,1222.27,1,1222.27
1732,2023-05-28,4453,Teclado,Acessórios,2779.69,1,2779.69
1733,2023-07-07,1910,Headset,Áudio,1727.89,3,5183.67
1734,2023-02-21,1369,Notebook,Eletrônicos,4475.06,5,22375.300000000003
1735,2023-02-22,4802,Headset,Áudio,2459.05,5,12295.25
1736,2023-12-11,2646,Mouse,Acessórios,652.94,1,652.94
1737,2023-03-07,1454,Notebook,Eletrônicos,2128.79,2,4257.58
1738,2023-09-26,2675,Webcam,Acessórios,872.88,5,4364.4
1739,2023-03-21,1951,Webcam,Acessórios,504.39,4,2017.56
1740,2023-08-03,2318,Mouse,Acessórios,3318.23,5,16591.15
1741,2023-07-23,4148,Cadeira Gamer,Móveis,1492.69,1,1492.69
1742,2023-08-03,1811,Headset,Áudio,665.08,4,2660.32
1743,2023-10-20,2834,Teclado,Acessórios,1731.02,5,8655.1
1744,2023-09-17,1397,Webcam,Acessórios,3341.96,4,13367.84
1745,2023-04-19,1195,Notebook,Eletrônicos,1118.65,2,2237.3
1746,2023-04-04,2877,Headset,Áudio,2158.02,5,10790.1
1747,2023-03-17,4698,Mouse,Acessórios,4630.7,1,4630.7
1748,2023-10-15,2718,Cadeira Gamer,Móveis,4898.79,4,19595.16
1749,2023-01-04,3037,Cadeira Gamer,Móveis,3945.2,1,3945.2
1750,2023-04-12,4578,Webcam,Acessórios,758.75,5,3793.75
1751,2023-04-15,2117,Headset,Áudio,1765.07,2,3530.14
1752,2023-11-24,1023,Monitor,Eletrônicos,2598.74,5,12993.699999999999
1753,2023-12-24,3606,Notebook,Eletrônicos,2316.16,3,6948.48
1754,2023-06-26,1299,Monitor,Eletrônicos,4862.93,2,9725.86
1755,2023-05-16,4882,Monitor,Eletrônicos,522.87,5,2614.35
1756,2023-09-19,1917,Notebook,Eletrônicos,3252.78,2,6505.56
1757,2023-12-21,3567,Headset,Áudio,2496.74,4,9986.96
1758,2023-09-21,1238,Monitor,Eletrônicos,854.49,4,3417.96
1759,2023-07-21,1047,Mouse,Acessórios,2954.63,1,2954.63
1760,2023-01-27,3468,Headset,Áudio,1638.7,3,4916.1
1761,2023-04-16,1829,Cadeira Gamer,Móveis,176.65,1,176.65
1762,2023-07-08,1349,Mouse,Acessórios,1476.18,5,7380.900000000001
1763,2023-05-28,4038,Webcam,Acessórios,2469.05,4,9876.2
1764,2023-08-10,4008,Teclado,Acessórios,1154.59,3,3463.7699999999995
1765,2023-10-07,4077,Teclado,Acessórios,2451.15,5,12255.75
1766,2023-01-10,1907,Webcam,Acessórios,1724.08,4,6896.32
1767,2023-05-18,4652,Webcam,Acessórios,4074.35,3,12223.05
1768,2023-08-18,4953,Teclado,Acessórios,4358.24,3,13074.72
1769,2023-10-20,1411,Cadeira Gamer,Móveis,439.41,1,439.41
1770,2023-11-20,3758,Headset,Áudio,4307.12,4,17228.48
1771,2023-04-13,1774,Mouse,Acessórios,674.97,3,2024.91
1772,2023-06-04,1836,Notebook,Eletrônicos,3220.38,5,16101.900000000001
1773,2023-02-19,3627,Notebook,Eletrônicos,4943.79,5,24718.95
1774,2023-12-28,3560,Teclado,Acessórios,4472.41,5,22362.05
1775,2023-09-15,3718,Mouse,Acessórios,3161.73,3,9485.19
1776,2023-08-30,2591,Cadeira Gamer,Móveis,3063.07,4,12252.28
1777,2023-07-13,3133,Monitor,Eletrônicos,4541.21,1,4541.21
1778,2023-10-24,1786,Notebook,Eletrônicos,2263.91,5,11319.55
1779,2023-12-07,4634,Teclado,Acessórios,1992.87,4,7971.48
1780,2023-01-29,4051,Headset,Áudio,1031.79,5,5158.95
1781,2023-09-27,1372,Notebook,Eletrônicos,1692.6,3,5077.799999999999
1782,2023-10-25,4612,Notebook,Eletrônicos,4275.29,4,17101.16
1783,2023-06-25,3651,Headset,Áudio,3260.24,5,16301.199999999999
1784,2023-03-04,3513,Webcam,Acessórios,2917.47,5,14587.349999999999
1785,2023-05-31,1645,Monitor,Eletrônicos,496.11,4,1984.44
1786,2023-10-02,1230,Webcam,Acessórios,2470.39,3,7411.17
1787,2023-07-17,4568,Cadeira Gamer,Móveis,3181.1,3,9543.3
1788,2023-09-10,3211,Mouse,Acessórios,3873.76,5,19368.800000000003
1789,2023-11-02,3726,Notebook,Eletrônicos,4562.55,4,18250.2
1790,2023-02-18,4341,Mouse,Acessórios,1697.84,4,6791.36
1791,2023-11-22,4931,Mouse,Acessórios,233.48,2,466.96
1792,2023-12-03,1700,Monitor,Eletrônicos,1577.73,1,1577.73
1793,2023-04-13,3858,Notebook,Eletrônicos,4758.94,2,9517.88
1794,2023-06-02,2633,Notebook,Eletrônicos,4802.4,2,9604.8
1795,2023-01-07,1007,Headset,Áudio,4805.08,1,4805.08
1796,2023-01-17,2896,Teclado,Acessórios,1262.85,1,1262.85
1797,2023-01-16,1153,Teclado,Acessórios,2636.42,4,10545.68
1798,2023-11-07,3085,Mouse,Acessórios,647.45,1,647.45
1799,2023-08-14,3646,Webcam,Acessórios,1616.7,2,3233.4
1800,2023-06-30,2386,Headset,Áudio,1863.54,2,3727.08
1801,2023-01-23,2002,Headset,Áudio,3387.29,1,3387.29
1802,2023-05-14,2518,Mouse,Acessórios,1313.97,2,2627.94
1803,2023-02-16,2012,Headset,Áudio,1066.84,2,2133.68
1804,2023-12-25,1766,Cadeira Gamer,Móveis,1194.39,5,5971.950000000001
1805,2023-04-16,3576,Teclado,Acessórios,3595.25,1,3595.25
1806,2023-06-16,4499,Monitor,Eletrônicos,4115.25,2,8230.5
1807,2023-01-27,1207,Mouse,Acessórios,4164.21,1,4164.21
1808,2023-01-02,2677,Notebook,Eletrônicos,1648.99,5,8244.95
1809,2023-09-20,4119,Notebook,Eletrônicos,4809.42,3,14428.26
1810,2023-02-10,1235,Webcam,Acessórios,4452.06,4,17808.24
1811,2023-04-22,1170,Webcam,Acessórios,4661.99,1,4661.99
1812,2023-10-27,2840,Cadeira Gamer,Móveis,2294.1,1,2294.1
1813,2023-02-05,3561,Teclado,Acessórios,3565.16,2,7130.32
1814,2023-02-21,2234,Teclado,Acessórios,909.21,1,909.21
1815,2023-12-22,2032,Notebook,Eletrônicos,2454.93,1,2454.93
1816,2023-03-24,2736,Mouse,Acessórios,2918.88,3,8756.64
1817,2023-02-08,1224,Mouse,Acessórios,1895.24,4,7580.96
1818,2023-10-15,2024,Mouse,Acessórios,4869.15,4,19476.6
1819,2023-05-07,2924,Headset,Áudio,1338.95,1,1338.95
1820,2023-09-01,1989,Notebook,Eletrônicos,1413.89,4,5655.56
1821,2023-10-22,4741,Monitor,Eletrônicos,3228.74,2,6457.48
1822,2023-04-28,2617,Monitor,Eletrônicos,1268.62,4,5074.48
1823,2023-12-18,2487,Notebook,Eletrônicos,861.38,1,861.38
1824,2023-02-20,3712,Mouse,Acessórios,1843.24,2,3686.48
1825,2023-07-30,1476,Mouse,Acessórios,893.14,3,2679.42
1826,2023-05-14,4207,Notebook,Eletrônicos,3830.48,1,3830.48
1827,2023-10-29,4289,Cadeira Gamer,Móveis,136.98,3,410.93999999999994
1828,2023-05-20,2447,Notebook,Eletrônicos,4529.53,5,22647.649999999998
1829,2023-03-03,1713,Monitor,Eletrônicos,1038.06,2,2076.12
1830,2023-03-24,3252,Monitor,Eletrônicos,3540.59,5,17702.95
1831,2023-11-10,3910,Webcam,Acessórios,2072.55,3,6217.650000000001
1832,2023-03-29,4541,Webcam,Acessórios,4561.28,3,13683.84
1833,2023-10-20,3130,Cadeira Gamer,Móveis,4778.18,1,4778.18
1834,2023-09-15,1628,Monitor,Eletrônicos,3190.04,2,6380.08
1835,2023-09-01,2473,Cadeira Gamer,Móveis,3854.49,3,11563.47
1836,2023-09-02,1121,Webcam,Acessórios,4515.6,2,9031.2
1837,2023-03-28,4800,Headset,Áudio,1642.28,4,6569.12
1838,2023-12-24,2848,Mouse,Acessórios,1042.42,2,2084.84
1839,2023-04-21,2554,Monitor,Eletrônicos,2246.98,5,11234.9
1840,2023-02-22,2660,Teclado,Acessórios,2725.86,4,10903.44
1841,2023-04-10,1940,Webcam,Acessórios,2903.65,2,5807.3
1842,2023-11-11,3013,Mouse,Acessórios,4230.69,3,12692.07
1843,2023-08-13,3855,Cadeira Gamer,Móveis,3029.13,2,6058.26
1844,2023-02-09,1044,Monitor,Eletrônicos,584.21,2,1168.42
1845,2023-03-05,1182,Headset,Áudio,1537.16,2,3074.32
1846,2023-04-09,2057,Mouse,Acessórios,1107.94,1,1107.94
1847,2023-04-07,3982,Teclado,Acessórios,4589.29,1,4589.29
1848,2023-01-02,1683,Mouse,Acessórios,841.35,5,4206.75
1849,2023-03-29,1190,Cadeira Gamer,Móveis,1948.81,5,9744.05
1850,2023-02-17,1788,Teclado,Acessórios,1250.56,4,5002.24
1851,2023-12-01,2487,Monitor,Eletrônicos,1907.42,4,7629.68
1852,2023-10-12,3117,Monitor,Eletrônicos,1657.59,4,6630.36
1853,2023-12-03,3173,Notebook,Eletrônicos,2985.98,3,8957.94
1854,2023-10-13,1652,Headset,Áudio,595.16,1,595.16
1855,2023-02-11,2949,Headset,Áudio,2718.42,4,10873.68
1856,2023-10-25,1962,Webcam,Acessórios,862.76,2,1725.52
1857,2023-05-26,1013,Monitor,Eletrônicos,1361.07,5,6805.349999999999
1858,2023-02-05,3408,Webcam,Acessórios,2041.95,3,6125.85
1859,2023-04-09,3976,Teclado,Acessórios,197.84,3,593.52
1860,2023-03-19,3404,Webcam,Acessórios,4691.33,5,23456.65
1861,2023-07-04,2236,Webcam,Acessórios,540.1,1,540.1
1862,2023-08-20,1243,Webcam,Acessórios,1671.45,3,5014.35
1863,2023-03-24,4577,Monitor,Eletrônicos,1803.41,1,1803.41
1864,2023-04-03,4215,Cadeira Gamer,Móveis,4824.77,3,14474.310000000001
1865,2023-02-15,2827,Notebook,Eletrônicos,1928.79,5,9643.95
1866,2023-03-01,2960,Headset,Áudio,1217.82,4,4871.28
1867,2023-06-18,4335,Notebook,Eletrônicos,4740.68,2,9481.36
1868,2023-10-24,1900,Cadeira Gamer,Móveis,2841.95,4,11367.8
1869,2023-04-07,4913,Mouse,Acessórios,2651.84,1,2651.84
1870,2023-11-18,3168,Monitor,Eletrônicos,2455.3,1,2455.3
1871,2023-09-10,4895,Teclado,Acessórios,3879.32,1,3879.32
1872,2023-05-30,4345,Cadeira Gamer,Móveis,2791.0,1,2791.0
1873,2023-12-23,1267,Cadeira Gamer,Móveis,3756.1,2,7512.2
1874,2023-01-16,1000,Webcam,Acessórios,485.54,4,1942.16
1875,2023-10-05,3480,Headset,Áudio,1471.9,5,7359.5
1876,2023-09-23,2507,Teclado,Acessórios,340.79,4,1363.16
1877,2023-10-31,3570,Headset,Áudio,999.08,3,2997.2400000000002
1878,2023-06-10,3849,Headset,Áudio,2456.92,3,7370.76
1879,2023-09-14,1473,Webcam,Acessórios,1968.57,2,3937.14
1880,2023-09-15,3954,Mouse,Acessórios,4591.88,3,13775.64
1881,2023-06-28,1005,Cadeira Gamer,Móveis,3835.03,2,7670.06
1882,2023-04-12,4066,Monitor,Eletrônicos,1549.28,1,1549.28
1883,2023-03-08,1701,Headset,Áudio,1532.71,4,6130.84
1884,2023-07-15,3907,Cadeira Gamer,Móveis,2164.15,3,6492.450000000001
1885,2023-12-27,4217,Cadeira Gamer,Móveis,4987.31,1,4987.31
1886,2023-04-12,2015,Monitor,Eletrônicos,564.86,3,1694.58
1887,2023-08-23,4952,Webcam,Acessórios,208.01,2,416.02
1888,2023-07-06,3865,Headset,Áudio,2339.23,3,7017.6900000000005
1889,2023-10-22,1688,Headset,Áudio,3555.84,1,3555.84
1890,2023-10-17,3299,Notebook,Eletrônicos,3471.2,5,17356.0
1891,2023-05-28,4792,Mouse,Acessórios,1358.27,2,2716.54
1892,2023-12-28,2674,Webcam,Acessórios,2603.59,4,10414.36
1893,2023-09-26,2390,Headset,Áudio,1062.06,1,1062.06
1894,2023-10-29,3589,Webcam,Acessórios,2150.61,5,10753.050000000001
1895,2023-05-26,4791,Monitor,Eletrônicos,707.71,2,1415.42
1896,2023-10-18,4582,Webcam,Acessórios,2232.4,1,2232.4
1897,2023-12-23,1220,Teclado,Acessórios,2502.35,5,12511.75
1898,2023-02-17,2486,Webcam,Acessórios,1171.02,3,3513.06
1899,2023-06-13,2456,Teclado,Acessórios,1076.36,1,1076.36
1900,2023-06-06,1199,Webcam,Acessórios,2504.15,3,7512.450000000001
1901,2023-08-12,4143,Notebook,Eletrônicos,4306.46,4,17225.84
1902,2023-04-24,2226,Webcam,Acessórios,4396.13,4,17584.52
1903,2023-09-17,3663,Notebook,Eletrônicos,3284.76,3,9854.28
1904,2023-10-13,4109,Teclado,Acessórios,4912.08,1,4912.08
1905,2023-01-18,1543,Monitor,Eletrônicos,1304.78,4,5219.12
1906,2023-05-26,3962,Notebook,Eletrônicos,1253.25,5,6266.25
1907,2023-04-29,1819,Monitor,Eletrônicos,569.87,4,2279.48
1908,2023-07-09,1057,Monitor,Eletrônicos,4255.17,4,17020.68
1909,2023-04-20,1238,Webcam,Acessórios,3978.31,1,3978.31
1910,2023-09-28,3423,Teclado,Acessórios,1237.28,2,2474.56
1911,2023-08-18,4350,Notebook,Eletrônicos,2369.83,4,9479.32
1912,2023-07-31,3875,Cadeira Gamer,Móveis,2972.06,1,2972.06
1913,2023-04-21,3263,Teclado,Acessórios,3690.77,5,18453.85
1914,2023-07-23,2139,Mouse,Acessórios,4704.48,5,23522.399999999998
1915,2023-12-02,3974,Teclado,Acessórios,3887.4,1,3887.4
1916,2023-04-29,3125,Webcam,Acessórios,3819.92,3,11459.76
1917,2023-10-24,1349,Teclado,Acessórios,2135.82,4,8543.28
1918,2023-12-04,1690,Monitor,Eletrônicos,3881.91,1,3881.91
1919,2023-11-06,2020,Mouse,Acessórios,2949.33,4,11797.32
1920,2023-11-25,3990,Cadeira Gamer,Móveis,617.08,5,3085.4
1921,2023-08-01,1102,Teclado,Acessórios,1557.36,3,4672.08
1922,2023-08-28,2287,Monitor,Eletrônicos,446.55,5,2232.75
1923,2023-09-20,3987,Monitor,Eletrônicos,4423.04,4,17692.16
1924,2023-06-14,3758,Monitor,Eletrônicos,3501.38,2,7002.76
1925,2023-04-07,4296,Mouse,Acessórios,2539.46,4,10157.84
1926,2023-01-03,3312,Webcam,Acessórios,4088.24,5,20441.199999999997
1927,2023-02-12,3818,Headset,Áudio,2088.18,1,2088.18
1928,2023-10-10,4743,Notebook,Eletrônicos,2273.61,2,4547.22
1929,2023-05-16,3831,Notebook,Eletrônicos,1826.41,1,1826.41
1930,2023-04-18,1264,Teclado,Acessórios,2973.97,3,8921.91
1931,2023-05-18,4082,Monitor,Eletrônicos,3938.61,1,3938.61
1932,2023-09-15,2692,Teclado,Acessórios,2318.22,2,4636.44
1933,2023-02-05,2230,Monitor,Eletrônicos,2125.01,4,8500.04
1934,2023-05-17,4939,Monitor,Eletrônicos,945.22,3,2835.66
1935,2023-09-01,1103,Monitor,Eletrônicos,4654.52,3,13963.560000000001
1936,2023-01-13,1285,Cadeira Gamer,Móveis,4176.74,3,12530.22
1937,2023-10-04,1174,Cadeira Gamer,Móveis,4883.82,3,14651.46
1938,2023-01-21,3590,Webcam,Acessórios,4366.86,1,4366.86
1939,2023-05-03,3696,Webcam,Acessórios,4051.5,1,4051.5
1940,2023-08-02,2987,Teclado,Acessórios,589.91,2,1179.82
1941,2023-12-10,2475,Mouse,Acessórios,661.25,1,661.25
1942,2023-01-20,2389,Webcam,Acessórios,545.5,2,1091.0
1943,2023-02-07,4679,Headset,Áudio,4772.16,2,9544.32
1944,2023-07-24,4423,Cadeira Gamer,Móveis,2318.42,4,9273.68
1945,2023-11-20,2524,Notebook,Eletrônicos,4886.35,5,24431.75
1946,2023-08-08,2322,Webcam,Acessórios,4298.19,5,21490.949999999997
1947,2023-07-13,3694,Teclado,Acessórios,4555.32,1,4555.32
1948,2023-10-03,1068,Headset,Áudio,4651.64,3,13954.920000000002
1949,2023-04-27,1205,Notebook,Eletrônicos,4097.38,2,8194.76
1950,2023-05-19,3214,Notebook,Eletrônicos,2807.72,4,11230.88
1951,2023-07-15,4089,Cadeira Gamer,Móveis,3778.08,1,3778.08
1952,2023-10-30,2228,Cadeira Gamer,Móveis,2442.29,1,2442.29
1953,2023-12-19,3096,Monitor,Eletrônicos,4414.76,2,8829.52
1954,2023-03-10,2793,Notebook,Eletrônicos,173.67,1,173.67
1955,2023-10-07,2276,Monitor,Eletrônicos,2673.56,1,2673.56
1956,2023-12-07,3048,Teclado,Acessórios,4404.75,2,8809.5
1957,2023-06-21,4299,Cadeira Gamer,Móveis,3331.11,1,3331.11
1958,2023-03-28,3291,Teclado,Acessórios,2478.93,4,9915.72
1959,2023-07-05,2383,Notebook,Eletrônicos,1201.3,1,1201.3
1960,2023-06-16,4301,Mouse,Acessórios,2489.12,2,4978.24
1961,2023-06-11,2620,Teclado,Acessórios,1845.65,5,9228.25
1962,2023-11-15,4542,Monitor,Eletrônicos,1333.07,2,2666.14
1963,2023-03-20,2563,Monitor,Eletrônicos,874.61,2,1749.22
1964,2023-10-23,3226,Monitor,Eletrônicos,3847.88,2,7695.76
1965,2023-01-09,2456,Headset,Áudio,82.05,1,82.05
1966,2023-12-12,3351,Monitor,Eletrônicos,3654.25,2,7308.5
1967,2023-05-23,3703,Mouse,Acessórios,175.64,4,702.56
1968,2023-04-17,2971,Webcam,Acessórios,778.14,3,2334.42
1969,2023-07-17,2508,Mouse,Acessórios,141.1,5,705.5
1970,2023-08-26,2390,Mouse,Acessórios,1773.47,5,8867.35
1971,2023-12-08,2734,Cadeira Gamer,Móveis,3160.61,2,6321.22
1972,2023-11-16,1115,Mouse,Acessórios,1385.97,5,6929.85
1973,2023-07-04,4812,Notebook,Eletrônicos,1827.53,4,7310.12
1974,2023-12-12,3478,Teclado,Acessórios,4790.45,1,4790.45
1975,2023-10-28,3367,Teclado,Acessórios,1491.2,3,4473.6
1976,2023-01-04,3838,Headset,Áudio,3630.74,4,14522.96
1977,2023-04-13,2706,Headset,Áudio,3046.4,3,9139.2
1978,2023-01-08,1559,Webcam,Acessórios,3210.37,1,3210.37
1979,2023-01-02,3243,Mouse,Acessórios,1940.45,3,5821.35
1980,2023-10-12,3205,Headset,Áudio,4363.44,1,4363.44
1981,2023-03-18,4953,Notebook,Eletrônicos,2453.57,2,4907.14
1982,2023-04-01,4819,Monitor,Eletrônicos,3659.08,4,14636.32
1983,2023-02-07,2326,Webcam,Acessórios,3462.48,3,10387.44
1984,2023-11-09,2866,Webcam,Acessórios,1264.17,4,5056.68
1985,2023-04-10,1693,Mouse,Acessórios,4999.06,3,14997.18
1986,2023-01-08,1117,Webcam,Acessórios,4485.35,3,13456.050000000001
1987,2023-07-25,4549,Webcam,Acessórios,100.35,3,301.04999999999995
1988,2023-10-07,4474,Headset,Áudio,984.15,2,1968.3
1989,2023-09-12,2106,Headset,Áudio,195.6,5,978.0
1990,2023-08-26,2660,Mouse,Acessórios,2115.97,1,2115.97
1991,2023-01-14,1804,Teclado,Acessórios,3282.08,2,6564.16
1992,2023-09-21,2425,Mouse,Acessórios,4952.32,2,9904.64
1993,2023-05-05,3301,Monitor,Eletrônicos,4948.81,4,19795.24
1994,2023-01-06,3034,Monitor,Eletrônicos,4382.12,1,4382.12
1995,2023-03-26,2653,Teclado,Acessórios,4507.07,5,22535.35
1996,2023-04-21,1243,Headset,Áudio,2407.46,4,9629.84
1997,2023-12-13,2058,Cadeira Gamer,Móveis,3311.41,4,13245.64
1998,2023-01-19,1900,Webcam,Acessórios,4198.57,4,16794.28
1999,2023-04-10,1400,Cadeira Gamer,Móveis,3305.84,5,16529.2
2000,2023-05-13,3287,Teclado,Acessórios,1275.35,5,6376.75
2001,2023-10-28,4285,Teclado,Acessórios,4227.17,4,16908.68
2002,2023-02-10,1291,Notebook,Eletrônicos,3477.56,4,13910.24
2003,2023-10-15,2134,Cadeira Gamer,Móveis,691.11,1,691.11
2004,2023-01-07,3060,Cadeira Gamer,Móveis,3276.22,3,9828.66
2005,2023-05-05,3996,Mouse,Acessórios,4300.45,1,4300.45
2006,2023-06-04,2849,Cadeira Gamer,Móveis,4183.37,4,16733.48
2007,2023-03-11,2245,Teclado,Acessórios,4614.09,2,9228.18
2008,2023-10-17,4953,Cadeira Gamer,Móveis,3409.15,5,17045.75
2009,2023-12-14,2302,Notebook,Eletrônicos,1783.23,4,7132.92
2010,2023-06-06,2492,Webcam,Acessórios,467.49,3,1402.47
2011,2023-05-27,2889,Webcam,Acessórios,656.54,3,1969.62
2012,2023-10-10,3846,Teclado,Acessórios,1284.93,2,2569.86
2013,2023-08-13,1187,Headset,Áudio,4950.92,3,14852.76
2014,2023-12-13,3998,Teclado,Acessórios,2655.74,5,13278.699999999999
2015,2023-01-25,3632,Cadeira Gamer,Móveis,1643.62,4,6574.48
2016,2023-11-18,4552,Monitor,Eletrônicos,215.94,2,431.88
2017,2023-10-29,1584,Teclado,Acessórios,2920.51,3,8761.53
2018,2023-04-02,2314,Monitor,Eletrônicos,1336.11,4,5344.44
2019,2023-01-23,1389,Monitor,Eletrônicos,230.89,5,1154.4499999999998
2020,2023-01-13,4183,Mouse,Acessórios,4721.19,5,23605.949999999997
2021,2023-07-07,2763,Mouse,Acessórios,219.24,5,1096.2
2022,2023-11-15,4533,Notebook,Eletrônicos,4105.59,4,16422.36
2023,2023-09-21,4895,Mouse,Acessórios,3895.22,2,7790.44
2024,2023-04-20,4187,Cadeira Gamer,Móveis,683.56,1,683.56
2025,2023-01-12,2131,Monitor,Eletrônicos,390.44,1,390.44
2026,2023-05-05,1041,Teclado,Acessórios,1634.99,2,3269.98
2027,2023-10-08,4861,Mouse,Acessórios,4668.4,2,9336.8
2028,2023-09-02,2890,Cadeira Gamer,Móveis,4308.87,2,8617.74
2029,2023-11-16,3685,Headset,Áudio,4986.07,2,9972.14
2030,2023-11-11,1603,Notebook,Eletrônicos,4281.38,2,8562.76
2031,2023-03-20,1476,Notebook,Eletrônicos,1235.35,3,3706.0499999999997
2032,2023-04-06,1595,Mouse,Acessórios,4221.15,1,4221.15
2033,2023-04-16,4226,Cadeira Gamer,Móveis,3599.8,1,3599.8
2034,2023-06-13,4802,Webcam,Acessórios,527.26,1,527.26
2035,2023-04-08,2362,Headset,Áudio,4627.04,5,23135.2
2036,2023-10-27,4076,Monitor,Eletrônicos,3269.05,2,6538.1
2037,2023-06-22,3532,Monitor,Eletrônicos,3527.43,3,10582.289999999999
